Speed,Direction,Treatment,SameSide,Children,Pedestrians,Hour,Visibility,Location,Date,DayofWeek,Observer,Direction2,ReformattedDate,CityID,Cluster,Block
26,W,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,w,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
22,E,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,e,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
27,W,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,w,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
24,E,0,0,0,1,1700,Clear,F,7/22/2017,7,Amit,e,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
28,W,0,1,0,1,1700,Clear,F,7/22/2017,7,Amit,w,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
26,W,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,w,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
22,E,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,e,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
27,E,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,e,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
26,E,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,e,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
27,W,0,1,0,0,1700,Clear,F,7/22/2017,7,Amit,w,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
28,W,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,w,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
28,E,0,0,0,0,1700,Clear,F,7/22/2017,7,Amit,e,722,NJ,NJ-F-0722-1700-0,NJ-F-0722-1700
21,W,1,1,0,1,1700,Clear,F,7/22/2017,7,Amit,w,722,NJ,NJ-F-0722-1700-1,NJ-F-0722-1700
22,E,1,0,0,1,1700,Clear,F,7/22/2017,7,Amit,e,722,NJ,NJ-F-0722-1700-1,NJ-F-0722-1700
30,W,1,1,0,0,1700,Clear,F,7/22/2017,7,Amit,w,722,NJ,NJ-F-0722-1700-1,NJ-F-0722-1700
34,E,1,0,0,0,1700,Clear,F,7/22/2017,7,Amit,e,722,NJ,NJ-F-0722-1700-1,NJ-F-0722-1700
24,W,1,1,0,0,1700,Clear,F,7/22/2017,7,Amit,w,722,NJ,NJ-F-0722-1700-1,NJ-F-0722-1700
30,E,1,0,0,0,1700,Clear,F,7/22/2017,7,Amit,e,722,NJ,NJ-F-0722-1700-1,NJ-F-0722-1700
31,W,1,1,0,0,1700,Clear,F,7/22/2017,7,Amit,w,722,NJ,NJ-F-0722-1700-1,NJ-F-0722-1700
